id,clave,descripcion
catalogos_materiales_peligrosos1221,M1221,DIETILENTRIAMINA,
catalogos_materiales_peligrosos1222,M1222,CLORURO DE HIDRÓGENO LÍQUIDO REFRIGERADO,
catalogos_materiales_peligrosos1223,M1223,DIÓXIDO DE CARBONO LÍQUIDO REFRIGERADO,
catalogos_materiales_peligrosos1224,M1224,ARSINA,
catalogos_materiales_peligrosos1225,M1225,DICLOROSILANO,
catalogos_materiales_peligrosos1226,M1226,"DIFLUORURO DE OXÍGENO, COMPRIMIDO",
catalogos_materiales_peligrosos1227,M1227,FLUORURO DE SULFURILO,
catalogos_materiales_peligrosos1228,M1228,GERMANO,
catalogos_materiales_peligrosos1229,M1229,"HEXAFLUOROETANO
(GAS REFRIGERANTE R 116)",
catalogos_materiales_peligrosos1230,M1230,HEXAFLUORURO DE SELENIO,
catalogos_materiales_peligrosos1231,M1231,HEXAFLUORURO DE TELURIO,
catalogos_materiales_peligrosos1232,M1232,HEXAFLUORURO DE TUNGSTENO,
catalogos_materiales_peligrosos1233,M1233,YODURO DE HIDRÓGENO ANHIDRO,
catalogos_materiales_peligrosos1234,M1234,PENTAFLUORURO DE FÓSFORO,
catalogos_materiales_peligrosos1235,M1235,FOSFANO,
catalogos_materiales_peligrosos1236,M1236,PROPADIENO ESTABILIZADO,
catalogos_materiales_peligrosos1237,M1237,ÓXIDO NITROSO LÍQUIDO REFRIGERADO,
catalogos_materiales_peligrosos1238,M1238,SELENIURO DE HIDRÓGENO ANHIDRO,
catalogos_materiales_peligrosos1239,M1239,SILANO,
catalogos_materiales_peligrosos1240,M1240,SULFURO DE CARBONILO,
catalogos_materiales_peligrosos1241,M1241,ADIPONITRILO,
catalogos_materiales_peligrosos1242,M1242,"ISOCIANATOS TÓXICOS, N.E.P. o ISOCIANATOS EN SOLUCIÓN, TÓXICOS, N.E.P.",
catalogos_materiales_peligrosos1243,M1243,HIPOCLORITO DE CALCIO EN MEZCLA SECA con más del 10 % pero no más del 39 % de cloro activo,
catalogos_materiales_peligrosos1244,M1244,FORMALDEHÍDO EN SOLUCIÓN con un mínimo del 25 % de formaldehído,
catalogos_materiales_peligrosos1245,M1245,"MANEB o PREPARADOS DE MANEB, con un mínimo del 60 % de maneb",
catalogos_materiales_peligrosos1246,M1246,POLÍMERO EN BOLITAS DILATABLES que desprenden vapores inflamables,
catalogos_materiales_peligrosos1247,M1247,"AMIANTO, ANFIBOL (amosita, tremolita, actinolita, antofilita, crocidolita)",
catalogos_materiales_peligrosos1248,M1248,PARAFORMALDEHÍDO,
catalogos_materiales_peligrosos1249,M1249,"ANHÍDRIDO FTÁLICO con más del 0,05 % de anhídrido maleico",
catalogos_materiales_peligrosos1250,M1250,ANHÍDRIDO MALEICO,
catalogos_materiales_peligrosos1251,M1251,ANHÍDRIDO MALEICO FUNDIDO,
catalogos_materiales_peligrosos1252,M1252,HARINA DE PESCADO (DESECHOS DE PESCADO) ESTABILIZADA,
catalogos_materiales_peligrosos1253,M1253,"TORTA OLEAGINOSA con un máximo del 1,5 % de aceite y un máximo del 11 % de humedad",
catalogos_materiales_peligrosos1254,M1254,ÁCIDO ACRÍLICO ESTABILIZADO,
catalogos_materiales_peligrosos1255,M1255,ÉTER ALILGLICIDÍLICO (ALIL GLICIDIL ÉTER),
catalogos_materiales_peligrosos1256,M1256,ANISOL,
catalogos_materiales_peligrosos1257,M1257,BENZONITRILO,
catalogos_materiales_peligrosos1258,M1258,"CLORURO DE
BENCENOSULFONILO",
catalogos_materiales_peligrosos1259,M1259,BENZOTRICLORURO,
catalogos_materiales_peligrosos1260,M1260,METACRILATO DE n-BUTILO ESTABILIZADO,
catalogos_materiales_peligrosos1261,M1261,2-CLOROETANAL,
catalogos_materiales_peligrosos1262,M1262,CLOROANISIDINAS,
catalogos_materiales_peligrosos1263,M1263,CLOROBENZO-TRIFLUORUROS,
catalogos_materiales_peligrosos1264,M1264,"CLORUROS DE
CLOROBENCILO, LÍQUIDOS",
catalogos_materiales_peligrosos1265,M1265,"ISOCIANATO DE 3-CLORO-4- METILFENILO, LÍQUIDO",
catalogos_materiales_peligrosos1266,M1266,CLORONITROANILINAS,
catalogos_materiales_peligrosos1267,M1267,CLOROTOLUENOS,
catalogos_materiales_peligrosos1268,M1268,CLOROTOLUIDINAS SÓLIDAS,
catalogos_materiales_peligrosos1269,M1269,ÁCIDO CROMOSULFÚRICO,
catalogos_materiales_peligrosos1270,M1270,CICLOHEPTANO,
catalogos_materiales_peligrosos1271,M1271,CICLOHEPTENO,
catalogos_materiales_peligrosos1272,M1272,ACETATO DE CICLOHEXILO,
catalogos_materiales_peligrosos1273,M1273,CICLOPENTANOL,
catalogos_materiales_peligrosos1274,M1274,CICLOPENTANONA,
catalogos_materiales_peligrosos1275,M1275,CICLOPENTENO,
catalogos_materiales_peligrosos1276,M1276,n-DECANO,
catalogos_materiales_peligrosos1277,M1277,DI-n-BUTILAMINA,
catalogos_materiales_peligrosos1278,M1278,ÉTER DICLORODIMETÍLICO SIMÉTRICO,
catalogos_materiales_peligrosos1279,M1279,ISOCIANATOS DE DICLOROFENILO,
catalogos_materiales_peligrosos1280,M1280,"BICICLO[2.2.1]HEPTA-2,5-DIENO ESTABILIZADO (2,5- NORBORNADIENO ESTABILIZADO)",
catalogos_materiales_peligrosos1281,M1281,"1,2-DIMETOXIETANO",
catalogos_materiales_peligrosos1282,M1282,"N,N-DIMETILANILINA",
catalogos_materiales_peligrosos1283,M1283,FÓSFOROS RESISTENTES AL VIENTO,
catalogos_materiales_peligrosos1284,M1284,CICLOHEXENO,
catalogos_materiales_peligrosos1285,M1285,POTASIO,
catalogos_materiales_peligrosos1286,M1286,"1,2-PROPILENDIAMINA",
catalogos_materiales_peligrosos1287,M1287,TRIETILENTETRAMINA,
catalogos_materiales_peligrosos1288,M1288,TRIPROPILAMINA,
catalogos_materiales_peligrosos1289,M1289,XILENOLES SÓLIDOS,
catalogos_materiales_peligrosos1290,M1290,"CLORURO DE
DIMETILCARBAMOÍLO",
catalogos_materiales_peligrosos1291,M1291,DIMETILCICLOHEXANOS,
catalogos_materiales_peligrosos1292,M1292,"N,N-DIMETIL-
CICLOHEXILAMINA",
catalogos_materiales_peligrosos1293,M1293,"N,N-DIMETILFORMAMIDA",
catalogos_materiales_peligrosos1294,M1294,"N,N-DIMETILPROPILAMINA",
catalogos_materiales_peligrosos1295,M1295,"CLORURO DE
DIMETILTIOFOSFORILO",
catalogos_materiales_peligrosos1296,M1296,"3,3'-IMINOBISPROPILAMINA",
catalogos_materiales_peligrosos1297,M1297,ETILAMINA EN SOLUCIÓN ACUOSA con un mínimo del 50 % pero no más del 70 % de etilamina,
catalogos_materiales_peligrosos1298,M1298,ETILAMILCETONA,
catalogos_materiales_peligrosos1299,M1299,N-ETILANILINA,
catalogos_materiales_peligrosos1300,M1300,2-ETILANILINA,
catalogos_materiales_peligrosos1301,M1301,N-ETIL-N-BENCILANILINA,
catalogos_materiales_peligrosos1302,M1302,2-ETILBUTANOL,
catalogos_materiales_peligrosos1303,M1303,2-ETILHEXILAMINA,
catalogos_materiales_peligrosos1304,M1304,METACRILATO DE ETILO ESTABILIZADO,
catalogos_materiales_peligrosos1305,M1305,n-HEPTENO,
catalogos_materiales_peligrosos1306,M1306,HEXACLOROBUTADIENO,
catalogos_materiales_peligrosos1307,M1307,HEXAMETILENDIAMINA SÓLIDA,
catalogos_materiales_peligrosos1308,M1308,DIISOCIANATO DE HEXAMETILENO,
catalogos_materiales_peligrosos1309,M1309,HEXANOLES,
catalogos_materiales_peligrosos1310,M1310,METACRILATO DE ISOBUTILO ESTABILIZADO,
catalogos_materiales_peligrosos1311,M1311,ISOBUTIRONITRILO,
catalogos_materiales_peligrosos1312,M1312,ISOCIANATOBENZOTRI- FLUORUROS,
catalogos_materiales_peligrosos1313,M1313,PENTAMETILHEPTANO,
catalogos_materiales_peligrosos1314,M1314,ISOHEPTENOS,
catalogos_materiales_peligrosos1315,M1315,ISOHEXENOS,
catalogos_materiales_peligrosos1316,M1316,ISOFORONDIAMINA,
catalogos_materiales_peligrosos1317,M1317,DIISOCIANATO DE ISOFORONA,
catalogos_materiales_peligrosos1318,M1318,"PLOMO, COMPUESTO DE, SOLUBLE, N.E.P.",
catalogos_materiales_peligrosos1319,M1319,4-METIL-4-METOXIPENTAN-2- ONA,
catalogos_materiales_peligrosos1320,M1320,N-METILANILINA,
catalogos_materiales_peligrosos1321,M1321,CLOROACETATO DE METILO,
catalogos_materiales_peligrosos1322,M1322,METILCICLOHEXANO,
catalogos_materiales_peligrosos1323,M1323,METILCICLOHEXANONA,
catalogos_materiales_peligrosos1324,M1324,METILCICLOPENTANO,
catalogos_materiales_peligrosos1325,M1325,DICLOROACETATO DE METILO,
catalogos_materiales_peligrosos1326,M1326,2-METIL-5-ETILPIRIDINA,
catalogos_materiales_peligrosos1327,M1327,2-METILFURANO,
catalogos_materiales_peligrosos1328,M1328,5-METIL-2-HEXANONA,
catalogos_materiales_peligrosos1329,M1329,ISOPROPENILBENCENO,
catalogos_materiales_peligrosos1330,M1330,NAFTALENO FUNDIDO,
catalogos_materiales_peligrosos1331,M1331,"ÁCIDO
NITROBENCENOSULFÓNICO",
catalogos_materiales_peligrosos1332,M1332,NITROBENZO-TRIFLUORUROS LÍQUIDOS,
catalogos_materiales_peligrosos1333,M1333,3-NITRO-4-CLORO- BENZOTRIFLUORURO,
catalogos_materiales_peligrosos1334,M1334,ÁCIDO NITROSILSULFÚRICO LÍQUIDO,
catalogos_materiales_peligrosos1335,M1335,OCTADIENO,
catalogos_materiales_peligrosos1336,M1336,"PENTANO-2,4-DIENO",
catalogos_materiales_peligrosos1337,M1337,FENETIDINAS,
catalogos_materiales_peligrosos1338,M1338,FENOL FUNDIDO,
catalogos_materiales_peligrosos1339,M1339,PICOLINAS,
catalogos_materiales_peligrosos1340,M1340,DIFENILOS POLICLORADOS LÍQUIDOS,
catalogos_materiales_peligrosos1341,M1341,CUPROCIANURO DE SODIO SÓLIDO,
catalogos_materiales_peligrosos1342,M1342,CUPROCIANURO DE SODIO EN SOLUCIÓN,
catalogos_materiales_peligrosos1343,M1343,HIDROGENOSULFURO DE SODIO con menos del 25 % de agua de cristalización,
catalogos_materiales_peligrosos1344,M1344,"HIDROCARBUROS TERPÉNICOS, N.E.P.",
catalogos_materiales_peligrosos1345,M1345,TETRAETILENPENTAMINA,
catalogos_materiales_peligrosos1346,M1346,TRICLOROBENCENOS LÍQUIDOS,
catalogos_materiales_peligrosos1347,M1347,TRICLOROBUTENO,
catalogos_materiales_peligrosos1348,M1348,FOSFITO DE TRIETILO,
catalogos_materiales_peligrosos1349,M1349,TRIISOBUTILENO,
catalogos_materiales_peligrosos1350,M1350,"1,3,5-TRIMETILBENCENO",
catalogos_materiales_peligrosos1351,M1351,TRIMETILCICLO-HEXILAMINA,
catalogos_materiales_peligrosos1352,M1352,TRIMETILHEXAMETILEN- DIAMINAS,
catalogos_materiales_peligrosos1353,M1353,DIISOCIANATO DE TRIMETILHEXAMETILENO,
catalogos_materiales_peligrosos1354,M1354,FOSFITO DE TRIMETILO,
catalogos_materiales_peligrosos1355,M1355,UNDECANO,
catalogos_materiales_peligrosos1356,M1356,CLORURO DE CINC ANHIDRO,
catalogos_materiales_peligrosos1357,M1357,ACETALDOXIMA,
catalogos_materiales_peligrosos1358,M1358,ACETATO DE ALILO,
catalogos_materiales_peligrosos1359,M1359,ALILAMINA,
catalogos_materiales_peligrosos1360,M1360,ALIL ETIL ÉTER,
catalogos_materiales_peligrosos1361,M1361,FORMIATO DE ALILO,
catalogos_materiales_peligrosos1362,M1362,FENILMERCAPTANO,
catalogos_materiales_peligrosos1363,M1363,BENZOTRIFLUORURO,
catalogos_materiales_peligrosos1364,M1364,2-BROMOBUTANO,
catalogos_materiales_peligrosos1365,M1365,2-BROMOETIL ETIL ÉTER,
catalogos_materiales_peligrosos1366,M1366,1-BROMO-3-METILBUTANO,
catalogos_materiales_peligrosos1367,M1367,BROMOMETILPROPANOS,
catalogos_materiales_peligrosos1368,M1368,2-BROMOPENTANO,
catalogos_materiales_peligrosos1369,M1369,BROMOPROPANOS,
catalogos_materiales_peligrosos1370,M1370,3-BROMOPROPINO,
catalogos_materiales_peligrosos1371,M1371,BUTANODIONA,
catalogos_materiales_peligrosos1372,M1372,BUTILMERCAPTANO,
catalogos_materiales_peligrosos1373,M1373,ACRILATOS DE BUTILO ESTABILIZADOS,
catalogos_materiales_peligrosos1374,M1374,BUTIL METIL ÉTER,
catalogos_materiales_peligrosos1375,M1375,NITRITOS DE BUTILO,
catalogos_materiales_peligrosos1376,M1376,BUTIL VINIL ÉTER ESTABILIZADO,
catalogos_materiales_peligrosos1377,M1377,CLORURO DE BUTIRILO,
catalogos_materiales_peligrosos1378,M1378,CLOROMETIL ÉTIL ÉTER,
catalogos_materiales_peligrosos1379,M1379,2-CLOROPROPANO,
catalogos_materiales_peligrosos1380,M1380,CICLOHEXILAMINA,
catalogos_materiales_peligrosos1381,M1381,CICLOOCTATETRAENO,
catalogos_materiales_peligrosos1382,M1382,DIALILAMINA,
catalogos_materiales_peligrosos1383,M1383,DIALIL ÉTER,
catalogos_materiales_peligrosos1384,M1384,DIISOBUTILAMINA,
catalogos_materiales_peligrosos1385,M1385,"1,1-DICLOROETANO",
catalogos_materiales_peligrosos1386,M1386,ETILMERCAPTANO,
catalogos_materiales_peligrosos1387,M1387,n-PROPILBENCENO,
catalogos_materiales_peligrosos1388,M1388,CARBONATO DE DIETILO,
catalogos_materiales_peligrosos1389,M1389,alfa-METILVALERALDEHÍDO,
catalogos_materiales_peligrosos1390,M1390,alfa-PINENO,
catalogos_materiales_peligrosos1391,M1391,1-HEXENO,
catalogos_materiales_peligrosos1392,M1392,ISOPENTENOS,
catalogos_materiales_peligrosos1393,M1393,"1,2-DI-(DIMETILAMINO) ETANO",
catalogos_materiales_peligrosos1394,M1394,DIETOXIMETANO,
catalogos_materiales_peligrosos1395,M1395,"3,3-DIETOXIPROPENO",
catalogos_materiales_peligrosos1396,M1396,SULFURO DE DIETILO,
catalogos_materiales_peligrosos1397,M1397,"2,3-DIHIDROPIRANO",
catalogos_materiales_peligrosos1398,M1398,"1,1-DIMETOXIETANO",
catalogos_materiales_peligrosos1399,M1399,"2-
DIMETILAMINOACETONITRILO",
catalogos_materiales_peligrosos1400,M1400,"1,3-DIMETILBUTILAMINA",
catalogos_materiales_peligrosos1401,M1401,DIMETILDIETOXISILANO,
catalogos_materiales_peligrosos1402,M1402,DISULFURO DE DIMETILO,
catalogos_materiales_peligrosos1403,M1403,DIMETILHIDRAZINA SIMÉTRICA,
catalogos_materiales_peligrosos1404,M1404,DIPROPILAMINA,
catalogos_materiales_peligrosos1405,M1405,ÉTER DI-n-PROPÍLICO,
catalogos_materiales_peligrosos1406,M1406,ISOBUTIRATO DE ETILO,
catalogos_materiales_peligrosos1407,M1407,1-ETILPIPERIDINA,
catalogos_materiales_peligrosos1408,M1408,FLUOROBENCENO,
catalogos_materiales_peligrosos1409,M1409,FLUOROTOLUENOS,
catalogos_materiales_peligrosos1410,M1410,FURANO,
catalogos_materiales_peligrosos1411,M1411,2-YODOBUTANO,
catalogos_materiales_peligrosos1412,M1412,YODOMETILPROPANOS,
catalogos_materiales_peligrosos1413,M1413,YODOPROPANOS,
catalogos_materiales_peligrosos1414,M1414,FORMIATO DE ISOBUTILO,
catalogos_materiales_peligrosos1415,M1415,PROPIONATO DE ISOBUTILO,
catalogos_materiales_peligrosos1416,M1416,CLORURO DE ISOBUTIRILO,
catalogos_materiales_peligrosos1417,M1417,METACRILALDEHÍDO ESTABILIZADO,
catalogos_materiales_peligrosos1418,M1418,3-METIL-2-BUTANONA,
catalogos_materiales_peligrosos1419,M1419,METIL-terc-BUTILÉTER,
catalogos_materiales_peligrosos1420,M1420,1-METILPIPERIDINA,
catalogos_materiales_peligrosos1421,M1421,ISOVALERIANATO DE METILO,
catalogos_materiales_peligrosos1422,M1422,PIPERIDINA,
catalogos_materiales_peligrosos1423,M1423,PROPANOTIOLES,
catalogos_materiales_peligrosos1424,M1424,ACETATO DE ISOPROPENILO,
catalogos_materiales_peligrosos1425,M1425,PROPIONITRILO,
catalogos_materiales_peligrosos1426,M1426,BUTIRATO DE ISOPROPILO,
catalogos_materiales_peligrosos1427,M1427,ISOBUTIRATO DE ISOPROPILO,
catalogos_materiales_peligrosos1428,M1428,CLOROFORMIATO DE ISOPROPILO,
catalogos_materiales_peligrosos1429,M1429,PROPIONATO DE ISOPROPILO,
catalogos_materiales_peligrosos1430,M1430,"1,2,3,6-TETRAHIDRO-PIRIDINA",
catalogos_materiales_peligrosos1431,M1431,BUTIRONITRILO,
catalogos_materiales_peligrosos1432,M1432,TETRAHIDROTIOFENO,
catalogos_materiales_peligrosos1433,M1433,ORTOTITANATO TETRAPROPÍLICO,
catalogos_materiales_peligrosos1434,M1434,TIOFENO,
catalogos_materiales_peligrosos1435,M1435,BORATO DE TRIMETILO,
catalogos_materiales_peligrosos1436,M1436,FLUORURO DE CARBONILO,
catalogos_materiales_peligrosos1437,M1437,TETRAFLUORURO DE AZUFRE,
catalogos_materiales_peligrosos1438,M1438,BROMOTRIFLUORO-ETILENO,
catalogos_materiales_peligrosos1439,M1439,HEXAFLUOROACETONA,
catalogos_materiales_peligrosos1440,M1440,TRIÓXIDO DE NITRÓGENO,
catalogos_materiales_peligrosos1441,M1441,2-OCTAFLUOROBUTENO (GAS REFRIGERANTE R 1318),
catalogos_materiales_peligrosos1442,M1442,OCTAFLUOROPROPANO (GAS REFRIGERANTE R 218),
catalogos_materiales_peligrosos1443,M1443,NITRATO DE AMONIO LÍQUIDO (en solución concentrada caliente),
catalogos_materiales_peligrosos1444,M1444,CLORATO DE POTASIO EN SOLUCIÓN ACUOSA,
catalogos_materiales_peligrosos1445,M1445,CLORATO DE SODIO EN SOLUCIÓN ACUOSA,
catalogos_materiales_peligrosos1446,M1446,CLORATO DE CALCIO EN SOLUCIÓN ACUOSA,
catalogos_materiales_peligrosos1447,M1447,"ALQUILFENOLES SÓLIDOS, N.E.P. (incluidos los homólogos C2 a C12)",
catalogos_materiales_peligrosos1448,M1448,ANISIDINAS,
catalogos_materiales_peligrosos1449,M1449,"N,N-DIETILANILINA",
catalogos_materiales_peligrosos1450,M1450,CLORONITROTOLUENOS LÍQUIDOS,
catalogos_materiales_peligrosos1451,M1451,DIBENCILDICLOROSILANO,
catalogos_materiales_peligrosos1452,M1452,ETILFENILDICLOROSILANO,
catalogos_materiales_peligrosos1453,M1453,ÁCIDO TIOACÉTICO,
catalogos_materiales_peligrosos1454,M1454,METILFENILDICLORO-SILANO,
catalogos_materiales_peligrosos1455,M1455,CLORURO DE TRIMETILACETILO,
catalogos_materiales_peligrosos1456,M1456,HIDROGENODIFLUORURO DE SODIO,
catalogos_materiales_peligrosos1457,M1457,CLORURO DE ESTAÑO(IV) PENTAHIDRATADO,
catalogos_materiales_peligrosos1458,M1458,TRICLORURO DE TITANIO PIROFÓRICO o TRICLORURO DE TITANIO EN MEZCLA PIROFÓRICA,
catalogos_materiales_peligrosos1459,M1459,"CLORURO DE
TRICLOROACETILO",
catalogos_materiales_peligrosos1460,M1460,OXITRICLORURO DE VANADIO,
catalogos_materiales_peligrosos1461,M1461,TETRACLORURO DE VANADIO,
catalogos_materiales_peligrosos1462,M1462,NITROCRESOLES SÓLIDOS,
catalogos_materiales_peligrosos1463,M1463,FÓSFORO BLANCO FUNDIDO,
catalogos_materiales_peligrosos1464,M1464,AZUFRE FUNDIDO,
catalogos_materiales_peligrosos1465,M1465,TRIFLUORURO DE NITRÓGENO,
catalogos_materiales_peligrosos1466,M1466,ETILACETILENO ESTABILIZADO,
catalogos_materiales_peligrosos1467,M1467,"FLUORURO DE ETILO
(GAS REFRIGERANTE R 161)",
catalogos_materiales_peligrosos1468,M1468,FLUORURO DE METILO (GAS REFRIGERANTE R 41),
catalogos_materiales_peligrosos1469,M1469,NITRITO DE METILO,
catalogos_materiales_peligrosos1470,M1470,2-CLOROPROPENO,
catalogos_materiales_peligrosos1471,M1471,"2,3-DIMETILBUTANO",
catalogos_materiales_peligrosos1472,M1472,HEXADIENO,
catalogos_materiales_peligrosos1473,M1473,2-METIL-1-BUTENO,
catalogos_materiales_peligrosos1474,M1474,2-METIL-2-BUTENO,
catalogos_materiales_peligrosos1475,M1475,METILPENTADIENO,
catalogos_materiales_peligrosos1476,M1476,HIDRURO DE ALUMINIO,
catalogos_materiales_peligrosos1477,M1477,NITRATO DE BERILIO,
catalogos_materiales_peligrosos1478,M1478,"ÁCIDO DICLOROISOCIANÚRICO SECO o ÁCIDO
DICLOROISOCIANÚRICO,
SALES DEL",
catalogos_materiales_peligrosos1479,M1479,SUPERÓXIDO DE POTASIO,
catalogos_materiales_peligrosos1480,M1480,"ÁCIDO
TRICLOROISOCIANÚRICO SECO",
catalogos_materiales_peligrosos1481,M1481,BROMATO DE CINC,
catalogos_materiales_peligrosos1482,M1482,FENILACETONITRILO LÍQUIDO,
catalogos_materiales_peligrosos1483,M1483,TETRÓXIDO DE OSMIO,
catalogos_materiales_peligrosos1484,M1484,ARSANILATO DE SODIO,
catalogos_materiales_peligrosos1485,M1485,TIOFOSGENO,
catalogos_materiales_peligrosos1486,M1486,TRICLORURO DE VANADIO,
catalogos_materiales_peligrosos1487,M1487,ISOTIOCIANATO DE METILO,
catalogos_materiales_peligrosos1488,M1488,"ISOCIANATOS INFLAMABLES, TÓXICOS, N.E.P. o ISOCIANATOS EN SOLUCIÓN, INFLAMABLES, TÓXICOS, N.E.P.",
catalogos_materiales_peligrosos1489,M1489,ISOCIANATO DE METILO,
catalogos_materiales_peligrosos1490,M1490,ISOCIANATO DE ETILO,
catalogos_materiales_peligrosos1491,M1491,ISOCIANATO DE n-PROPILO,
catalogos_materiales_peligrosos1492,M1492,ISOCIANATO DE ISOPROPILO,
catalogos_materiales_peligrosos1493,M1493,ISOCIANATO DE terc-BUTILO,
catalogos_materiales_peligrosos1494,M1494,ISOCIANATO DE n-BUTILO,
catalogos_materiales_peligrosos1495,M1495,ISOCIANATO DE ISOBUTILO,
catalogos_materiales_peligrosos1496,M1496,ISOCIANATO DE FENILO,
catalogos_materiales_peligrosos1497,M1497,ISOCIANATO DE CICLOHEXILO,
catalogos_materiales_peligrosos1498,M1498,ÉTER DICLORO-ISOPROPÍLICO,
catalogos_materiales_peligrosos1499,M1499,"ETANOLAMINA o
ETANOLAMINA EN SOLUCIÓN",
catalogos_materiales_peligrosos1500,M1500,HEXAMETILENIMINA,
catalogos_materiales_peligrosos1501,M1501,PENTAFLUORURO DE YODO,
catalogos_materiales_peligrosos1502,M1502,ANHÍDRIDO PROPIÓNICO,
catalogos_materiales_peligrosos1503,M1503,"1,2,3,6-TETRAHIDRO- BENZALDEHÍDO",
catalogos_materiales_peligrosos1504,M1504,ÓXIDO DE TRIS(1-AZIRIDINIL) FOSFANO EN SOLUCIÓN,
catalogos_materiales_peligrosos1505,M1505,CLORURO DE VALERILO,
catalogos_materiales_peligrosos1506,M1506,TETRACLORURO DE CIRCONIO,
catalogos_materiales_peligrosos1507,M1507,TETRABROMOETANO,
catalogos_materiales_peligrosos1508,M1508,FLUORURO DE AMONIO,
catalogos_materiales_peligrosos1509,M1509,SULFATO ÁCIDO DE AMONIO,
catalogos_materiales_peligrosos1510,M1510,ÁCIDO CLOROPLATÍNICO SÓLIDO,
catalogos_materiales_peligrosos1511,M1511,PENTACLORURO DE MOLIBDENO,
catalogos_materiales_peligrosos1512,M1512,SULFATO ÁCIDO DE POTASIO,
catalogos_materiales_peligrosos1513,M1513,ÁCIDO 2-CLOROPROPIÓNICO,
catalogos_materiales_peligrosos1514,M1514,"AMINOFENOLES (o-, m-, p-)",
catalogos_materiales_peligrosos1515,M1515,BROMURO DE BROMOACETILO,
catalogos_materiales_peligrosos1516,M1516,BROMOBENCENO,
catalogos_materiales_peligrosos1517,M1517,BROMOFORMO,
catalogos_materiales_peligrosos1518,M1518,TETRABROMURO DE CARBONO,
catalogos_materiales_peligrosos1519,M1519,"1-CLORO-1,1-DIFLUOROETANO (GAS REFRIGERANTE R 142 b)",
catalogos_materiales_peligrosos1520,M1520,"1,5,9-CICLODODECATRIENO",
catalogos_materiales_peligrosos1521,M1521,CICLOOCTADIENOS,
catalogos_materiales_peligrosos1522,M1522,DICETENO ESTABILIZADO,
catalogos_materiales_peligrosos1523,M1523,"METACRILATO 2-DIMETIL- AMINOETÍLICO, ESTABILIZADO",
catalogos_materiales_peligrosos1524,M1524,ORTOFORMIATO DE ETILO,
catalogos_materiales_peligrosos1525,M1525,OXALATO DE ETILO,
catalogos_materiales_peligrosos1526,M1526,FURFURILAMINA,
catalogos_materiales_peligrosos1527,M1527,ACRILATO DE ISOBUTILO ESTABILIZADO,
catalogos_materiales_peligrosos1528,M1528,ISOBUTIRATO DE ISOBUTILO,
catalogos_materiales_peligrosos1529,M1529,ÁCIDO ISOBUTÍRICO,
catalogos_materiales_peligrosos1530,M1530,ÁCIDO METACRÍLICO ESTABILIZADO,
catalogos_materiales_peligrosos1531,M1531,TRICLOROACETATO DE METILO,
catalogos_materiales_peligrosos1532,M1532,METILCLOROSILANO,
catalogos_materiales_peligrosos1533,M1533,4-METILMORFOLINA (N-METILMORFOLINA),
catalogos_materiales_peligrosos1534,M1534,METILTETRAHIDRO-FURANO,
catalogos_materiales_peligrosos1535,M1535,NITRONAFTALENO,
catalogos_materiales_peligrosos1536,M1536,TERPINOLENO,
catalogos_materiales_peligrosos1537,M1537,TRIBUTILAMINA,
catalogos_materiales_peligrosos1538,M1538,HAFNIO EN POLVO SECO,
catalogos_materiales_peligrosos1539,M1539,TITANIO EN POLVO SECO,
catalogos_materiales_peligrosos1540,M1540,SUPERÓXIDO DE SODIO,
catalogos_materiales_peligrosos1541,M1541,PENTAFLUORURO DE CLORO,
catalogos_materiales_peligrosos1542,M1542,"HIDRATO DE
HEXAFLUORACETONA, LÍQUIDO",
catalogos_materiales_peligrosos1543,M1543,CLORURO DE METILALILO,
catalogos_materiales_peligrosos1544,M1544,"NITROCELULOSA CON un mínimo del 25 %, en masa, de AGUA",
catalogos_materiales_peligrosos1545,M1545,"NITROCELULOSA CON un mínimo del 25 %, en masa, de ALCOHOL y un máximo del 12,6 %, en masa seca, de nitrógeno",
catalogos_materiales_peligrosos1546,M1546,"NITROCELULOSA EN MEZCLA, con un máximo del 12,6 %, en masa seca, de nitrógeno, CON o SIN PLASTIFICANTE, CON o SIN PIGMENTO",
catalogos_materiales_peligrosos1547,M1547,EPIBROMHIDRINA,
catalogos_materiales_peligrosos1548,M1548,2-METIL-2-PENTANOL,
catalogos_materiales_peligrosos1549,M1549,3-METIL-1-BUTENO,
catalogos_materiales_peligrosos1550,M1550,ÁCIDO TRICLOROACÉTICO EN SOLUCIÓN,
catalogos_materiales_peligrosos1551,M1551,DICICLOHEXILAMINA,
catalogos_materiales_peligrosos1552,M1552,PENTACLOROFENATO DE SODIO,
catalogos_materiales_peligrosos1553,M1553,"CADMIO, COMPUESTO DE",
catalogos_materiales_peligrosos1554,M1554,ÁCIDOS ALQUILSULFÚRICOS,
catalogos_materiales_peligrosos1555,M1555,FENILHIDRAZINA,
catalogos_materiales_peligrosos1556,M1556,CLORATO DE TALIO,
catalogos_materiales_peligrosos1557,M1557,FOSFATO DE TRICRESILO con más del 3 % de isómero orto,
catalogos_materiales_peligrosos1558,M1558,"OXIBROMURO DE FÓSFORO, FUNDIDO",
catalogos_materiales_peligrosos1559,M1559,CLORURO DE FENILACETILO,
catalogos_materiales_peligrosos1560,M1560,TRIÓXIDO DE FÓSFORO,
catalogos_materiales_peligrosos1561,M1561,PIPERAZINA,
