id,clave,descripcion
catalogos_materiales_peligrosos1562,M1562,BROMURO DE ALUMINIO EN SOLUCIÓN,
catalogos_materiales_peligrosos1563,M1563,CLORURO DE ALUMINIO EN SOLUCIÓN,
catalogos_materiales_peligrosos1564,M1564,CLORURO DE HIERRO(III) EN SOLUCIÓN,
catalogos_materiales_peligrosos1565,M1565,"ÁCIDOS ALQUILSULFÓNICOS SÓLIDOS o ÁCIDOS ARILSULFÓNICOS SÓLIDOS, con más del 5 % de ácido sulfúrico libre",
catalogos_materiales_peligrosos1566,M1566,"ÁCIDOS ALQUILSULFÓNICOS LÍQUIDOS o ÁCIDOS ARILSULFÓNICOS LÍQUIDOS, con más del 5 % de ácido sulfúrico libre",
catalogos_materiales_peligrosos1567,M1567,"ÁCIDOS ALQUILSULFÓNICOS SÓLIDOS o ÁCIDOS ARILSULFÓNICOS SÓLIDOS, con un máximo del 5 % de ácido sulfúrico libre",
catalogos_materiales_peligrosos1568,M1568,"ÁCIDOS ALQUILSULFÓNICOS LÍQUIDOS o ÁCIDOS ARILSULFÓNICOS LÍQUIDOS, con un máximo del 5 % de ácido sulfúrico libre",
catalogos_materiales_peligrosos1569,M1569,BENZOQUINONA,
catalogos_materiales_peligrosos1570,M1570,"PLAGUICIDA, SÓLIDO, TÓXICO, N.E.P.",
catalogos_materiales_peligrosos1571,M1571,CLOROACETATO DE VINILO,
catalogos_materiales_peligrosos1572,M1572,"AMIANTO, CRISOTILO",
catalogos_materiales_peligrosos1573,M1573,XENÓN LÍQUIDO REFRIGERADO,
catalogos_materiales_peligrosos1574,M1574,"CLOROTRIFLUOROMETANO Y TRIFLUOROMETANO, MEZCLA AZEOTRÓPICA DE, con aproximadamente el 60 % de clorotrifluorometano
(GAS REFRIGERANTE R 503)",
catalogos_materiales_peligrosos1575,M1575,CICLOBUTANO,
catalogos_materiales_peligrosos1576,M1576,"DICLORODIFLUORO-METANO Y DIFLUOROETANO, MEZCLA AZEOTRÓPICA DE, con aproximadamente el 74 % de diclorodifluorometano
(GAS REFRIGERANTE R 500)",
catalogos_materiales_peligrosos1577,M1577,CICLOHEPTATRIENO,
catalogos_materiales_peligrosos1578,M1578,DIETILETERATO DE TRIFLUORURO DE BORO,
catalogos_materiales_peligrosos1579,M1579,ISOCIANATO DE METOXIMETILO,
catalogos_materiales_peligrosos1580,M1580,ORTOSILICATO DE METILO,
catalogos_materiales_peligrosos1581,M1581,DÍMERO DE LA ACROLEÍNA ESTABILIZADO,
catalogos_materiales_peligrosos1582,M1582,NITROPROPANOS,
catalogos_materiales_peligrosos1583,M1583,BORATO DE TRIALILO,
catalogos_materiales_peligrosos1584,M1584,TRIALILAMINA,
catalogos_materiales_peligrosos1585,M1585,CLORHIDRINA PROPILÉNICA,
catalogos_materiales_peligrosos1586,M1586,METIL PROPIL ÉTER,
catalogos_materiales_peligrosos1587,M1587,ALCOHOL METALÍLICO,
catalogos_materiales_peligrosos1588,M1588,ETIL PROPIL ÉTER,
catalogos_materiales_peligrosos1589,M1589,BORATO DE TRIISOPROPILO,
catalogos_materiales_peligrosos1590,M1590,METILCICLOHEXANOLES inflamables,
catalogos_materiales_peligrosos1591,M1591,VINILTOLUENOS ESTABILIZADOS,
catalogos_materiales_peligrosos1592,M1592,BENCILDIMETILAMINA,
catalogos_materiales_peligrosos1593,M1593,BUTIRATOS DE AMILO,
catalogos_materiales_peligrosos1594,M1594,ACETILMETILCARBINOL,
catalogos_materiales_peligrosos1595,M1595,GLICIDALDEHÍDO,
catalogos_materiales_peligrosos1596,M1596,YESCAS SÓLIDAS con un líquido inflamable,
catalogos_materiales_peligrosos1597,M1597,SILICIURO DE MAGNESIO,
catalogos_materiales_peligrosos1598,M1598,ÁCIDO CLÓRICO EN SOLUCIÓN ACUOSA con un máximo del 10 % de ácido clórico,
catalogos_materiales_peligrosos1599,M1599,"NITRITOS INORGÁNICOS, N.E.P.",
catalogos_materiales_peligrosos1600,M1600,FLUOROACETATO DE POTASIO,
catalogos_materiales_peligrosos1601,M1601,FLUOROACETATO DE SODIO,
catalogos_materiales_peligrosos1602,M1602,SELENIATOS o SELENITOS,
catalogos_materiales_peligrosos1603,M1603,ÁCIDO FLUOROACÉTICO,
catalogos_materiales_peligrosos1604,M1604,BROMOACETATO DE METILO,
catalogos_materiales_peligrosos1605,M1605,YODURO DE METILO,
catalogos_materiales_peligrosos1606,M1606,BROMURO DE FENACILO,
catalogos_materiales_peligrosos1607,M1607,"HEXACLORO-
CICLOPENTADIENO",
catalogos_materiales_peligrosos1608,M1608,MALONONITRILO,
catalogos_materiales_peligrosos1609,M1609,"1,2-DIBROMO-3-BUTANONA",
catalogos_materiales_peligrosos1610,M1610,"1,3-DICLOROACETONA",
catalogos_materiales_peligrosos1611,M1611,"1,1-DICLORO-1-NITROETANO",
catalogos_materiales_peligrosos1612,M1612,"4,4'-DIAMINODIFENIL-METANO",
catalogos_materiales_peligrosos1613,M1613,YODURO DE BENCILO,
catalogos_materiales_peligrosos1614,M1614,FLUOROSILICATO DE POTASIO,
catalogos_materiales_peligrosos1615,M1615,QUINOLEÍNA,
catalogos_materiales_peligrosos1616,M1616,DISULFURO DE SELENIO,
catalogos_materiales_peligrosos1617,M1617,CLOROACETATO DE SODIO,
catalogos_materiales_peligrosos1618,M1618,NITROTOLUIDINAS (MONO),
catalogos_materiales_peligrosos1619,M1619,HEXACLOROACETONA,
catalogos_materiales_peligrosos1620,M1620,DIBROMOMETANO,
catalogos_materiales_peligrosos1621,M1621,BUTILTOLUENOS,
catalogos_materiales_peligrosos1622,M1622,CLOROACETONITRILO,
catalogos_materiales_peligrosos1623,M1623,CLOROCRESOLES EN SOLUCIÓN,
catalogos_materiales_peligrosos1624,M1624,CLORURO CIANÚRICO,
catalogos_materiales_peligrosos1625,M1625,"AMINOPIRIDINAS (o-, m-, p-)",
catalogos_materiales_peligrosos1626,M1626,"AMONIACO EN SOLUCIÓN acuosa de densidad relativa comprendida entre 0,880 y 0,957 a 15 °C, con más del 10 % pero no más del 35 % de amoniaco",
catalogos_materiales_peligrosos1627,M1627,2-AMINO-4-CLOROFENOL,
catalogos_materiales_peligrosos1628,M1628,FLUOROSILICATO DE SODIO,
catalogos_materiales_peligrosos1629,M1629,ESTIBINA,
catalogos_materiales_peligrosos1630,M1630,HIDRÓXIDO DE RUBIDIO EN SOLUCIÓN,
catalogos_materiales_peligrosos1631,M1631,HIDRÓXIDO DE RUBIDIO,
catalogos_materiales_peligrosos1632,M1632,HIDRÓXIDO DE LITIO EN SOLUCIÓN,
catalogos_materiales_peligrosos1633,M1633,HIDRÓXIDO DE LITIO,
catalogos_materiales_peligrosos1634,M1634,HIDRÓXIDO DE CESIO EN SOLUCIÓN,
catalogos_materiales_peligrosos1635,M1635,HIDRÓXIDO DE CESIO,
catalogos_materiales_peligrosos1636,M1636,SULFURO DE AMONIO EN SOLUCIÓN,
catalogos_materiales_peligrosos1637,M1637,3-DIETILAMINO-PROPILAMINA,
catalogos_materiales_peligrosos1638,M1638,"N,N-DIETILETILENDIAMINA",
catalogos_materiales_peligrosos1639,M1639,2-DIETILAMINOETANOL,
catalogos_materiales_peligrosos1640,M1640,"NITRITO DE
DICICLOHEXILAMONIO",
catalogos_materiales_peligrosos1641,M1641,1-BROMO-3-CLOROPROPANO,
catalogos_materiales_peligrosos1642,M1642,alfa-MONOCLORHIDRINA DEL GLICEROL,
catalogos_materiales_peligrosos1643,M1643,"N,n-BUTIL IMIDAZOL",
catalogos_materiales_peligrosos1644,M1644,PENTABROMURO DE FÓSFORO,
catalogos_materiales_peligrosos1645,M1645,TRIBROMURO DE BORO,
catalogos_materiales_peligrosos1646,M1646,"BISULFITOS EN SOLUCIÓN ACUOSA, N.E.P.",
catalogos_materiales_peligrosos1647,M1647,"ANHÍDRIDOS
TETRAHIDROFTÁLICOS con más del 0,05 % de anhídrido maleico",
catalogos_materiales_peligrosos1648,M1648,ÁCIDO TRIFLUOROACÉTICO,
catalogos_materiales_peligrosos1649,M1649,1-PENTOL,
catalogos_materiales_peligrosos1650,M1650,DIMETILDIOXANOS,
catalogos_materiales_peligrosos1651,M1651,BUTILBENCENOS,
catalogos_materiales_peligrosos1652,M1652,DIPROPILCETONA,
catalogos_materiales_peligrosos1653,M1653,ACRIDINA,
catalogos_materiales_peligrosos1654,M1654,RESINATO DE CINC,
catalogos_materiales_peligrosos1655,M1655,RESINATO DE ALUMINIO,
catalogos_materiales_peligrosos1656,M1656,"1,4-BUTINODIOL",
catalogos_materiales_peligrosos1657,M1657,ALCANFOR sintético,
catalogos_materiales_peligrosos1658,M1658,BROMATO DE BARIO,
catalogos_materiales_peligrosos1659,M1659,NITRATO DE CROMO(III),
catalogos_materiales_peligrosos1660,M1660,CLORATO DE COBRE,
catalogos_materiales_peligrosos1661,M1661,NITRATO DE LITIO,
catalogos_materiales_peligrosos1662,M1662,CLORATO DE MAGNESIO,
catalogos_materiales_peligrosos1663,M1663,NITRATO DE MANGANESO,
catalogos_materiales_peligrosos1664,M1664,NITRATO DE NÍQUEL,
catalogos_materiales_peligrosos1665,M1665,NITRITO DE NÍQUEL,
catalogos_materiales_peligrosos1666,M1666,NITRATO DE TALIO,
catalogos_materiales_peligrosos1667,M1667,NITRATO DE CIRCONIO,
catalogos_materiales_peligrosos1668,M1668,HEXACLOROBENCENO,
catalogos_materiales_peligrosos1669,M1669,NITROANISOL LÍQUIDO,
catalogos_materiales_peligrosos1670,M1670,NITROBROMOBENCENOS LÍQUIDOS,
catalogos_materiales_peligrosos1671,M1671,"AMINAS INFLAMABLES, CORROSIVAS, N.E.P. o POLIAMINAS INFLAMABLES, CORROSIVAS, N.E.P.",
catalogos_materiales_peligrosos1672,M1672,"AMINAS LÍQUIDAS,
CORROSIVAS, INFLAMABLES, N.E.P. o POLIAMINAS LÍQUIDAS, CORROSIVAS, INFLAMABLES, N.E.P.",
catalogos_materiales_peligrosos1673,M1673,"AMINAS LÍQUIDAS, CORROSIVAS, N.E.P. o POLIAMINAS LÍQUIDAS, CORROSIVAS, N.E.P.",
catalogos_materiales_peligrosos1674,M1674,N-BUTILANILINA,
catalogos_materiales_peligrosos1675,M1675,ANHIDRIDO BUTÍRICO,
catalogos_materiales_peligrosos1676,M1676,CLOROFORMIATO DE n-PROPILO,
catalogos_materiales_peligrosos1677,M1677,HIPOCLORITO DE BARIO con más del 22 % de cloro activo,
catalogos_materiales_peligrosos1678,M1678,"CLOROFORMIATOS TÓXICOS, CORROSIVOS, INFLAMABLES, N.E.P.",
catalogos_materiales_peligrosos1679,M1679,CLOROFORMIATO DE n-BUTILO,
catalogos_materiales_peligrosos1680,M1680,CLOROFORMIATO DE CICLOBUTILO,
catalogos_materiales_peligrosos1681,M1681,CLOROFORMIATO DE CLOROMETILO,
catalogos_materiales_peligrosos1682,M1682,CLOROFORMIATO DE FENILO,
catalogos_materiales_peligrosos1683,M1683,CLOROFORMIATO DE terc-BUTILCICLOHEXILO,
catalogos_materiales_peligrosos1684,M1684,CLOROFORMIATO DE 2-ETILHEXILO,
catalogos_materiales_peligrosos1685,M1685,TETRAMETILSILANO,
catalogos_materiales_peligrosos1686,M1686,"1,3-DICLORO-2-PROPANOL",
catalogos_materiales_peligrosos1687,M1687,"CLORURO DE
DIETILTIOFOSFORILO",
catalogos_materiales_peligrosos1688,M1688,"1,2-EPOXI-3-ETOXIPROPANO",
catalogos_materiales_peligrosos1689,M1689,N-ETILBENCILTOLUIDINAS LÍQUIDAS,
catalogos_materiales_peligrosos1690,M1690,N-ETILTOLUIDINAS,
catalogos_materiales_peligrosos1691,M1691,"PLAGUICIDA A BASE DE CARBAMATO, SÓLIDO, TÓXICO",
catalogos_materiales_peligrosos1692,M1692,"PLAGUICIDA A BASE DE CARBAMATO, LÍQUIDO, INFLAMABLE, TÓXICO, de punto de inflamación inferior a 23 °C",
catalogos_materiales_peligrosos1693,M1693,"PLAGUICIDA ARSENICAL SÓLIDO, TÓXICO",
catalogos_materiales_peligrosos1694,M1694,"PLAGUICIDA ARSENICAL LÍQUIDO, INFLAMABLE, TÓXICO, de punto de inflamación inferior a 23 °C",
catalogos_materiales_peligrosos1695,M1695,"PLAGUICIDA ORGANOCLORADO, SÓLIDO, TÓXICO",
catalogos_materiales_peligrosos1696,M1696,"PLAGUICIDA ORGANOCLORADO, LÍQUIDO, INFLAMABLE, TÓXICO, de punto de inflamación inferior a 23 °C",
catalogos_materiales_peligrosos1697,M1697,"PLAGUICIDA A BASE DE TRIAZINA, SÓLIDO, TÓXICO",
catalogos_materiales_peligrosos1698,M1698,"PLAGUICIDA A BASE DE TRIAZINA, LÍQUIDO,
INFLAMABLE, TÓXICO, de punto de inflamación inferior a 23 °C",
catalogos_materiales_peligrosos1699,M1699,"PLAGUICIDA A BASE DE TIOCARBAMATO, SÓLIDO, TÓXICO",
catalogos_materiales_peligrosos1700,M1700,"PLAGUICIDA A BASE DE TIOCARBAMATO, LÍQUIDO, INFLAMABLE, TÓXICO, de punto de inflamación inferior a 23 °C",
catalogos_materiales_peligrosos1701,M1701,"PLAGUICIDA A BASE DE COBRE, SÓLIDO, TÓXICO",
catalogos_materiales_peligrosos1702,M1702,"PLAGUICIDA A BASE DE COBRE, LÍQUIDO,
INFLAMABLE, TÓXICO, de punto de inflamación inferior a 23 °C",
catalogos_materiales_peligrosos1703,M1703,"PLAGUICIDA A BASE DE MERCURIO, SÓLIDO, TÓXICO",
catalogos_materiales_peligrosos1704,M1704,"PLAGUICIDA A BASE DE MERCURIO, LÍQUIDO,
INFLAMABLE, TÓXICO, de punto de inflamación inferior a 23 °C",
catalogos_materiales_peligrosos1705,M1705,"PLAGUICIDA A BASE DE NITROFENOLES SUSTITUIDOS, SÓLIDO, TÓXICO",
catalogos_materiales_peligrosos1706,M1706,"PLAGUICIDA A BASE DE NITROFENOLES SUSTITUIDOS, LÍQUIDO, INFLAMABLE, TÓXICO, de punto de inflamación inferior a 23 °C",
catalogos_materiales_peligrosos1707,M1707,"PLAGUICIDA A BASE DE DIPIRIDILO, SÓLIDO, TÓXICO",
catalogos_materiales_peligrosos1708,M1708,"PLAGUICIDA A BASE DE DIPIRIDILO, LÍQUIDO,
INFLAMABLE, TÓXICO, de punto de inflamación inferior a 23 °C",
catalogos_materiales_peligrosos1709,M1709,"PLAGUICIDA A BASE DE ORGANOFÓSFORO, SÓLIDO, TÓXICO",
catalogos_materiales_peligrosos1710,M1710,"PLAGUICIDA A BASE DE ORGANOFÓSFORO, LÍQUIDO, INFLAMABLE, TÓXICO, de punto de inflamación inferior a 23 °C",
catalogos_materiales_peligrosos1711,M1711,4-TIAPENTANAL,
catalogos_materiales_peligrosos1712,M1712,"PLAGUICIDA A BASE DE ORGANOESTAÑO, SÓLIDO, TÓXICO",
catalogos_materiales_peligrosos1713,M1713,"PLAGUICIDA A BASE DE ORGANOESTAÑO, LÍQUIDO, INFLAMABLE, TÓXICO, de punto de inflamación inferior a 23 °C",
catalogos_materiales_peligrosos1714,M1714,"ORGANOESTAÑO, COMPUESTO DE, LÍQUIDO, N.E.P.",
catalogos_materiales_peligrosos1715,M1715,"ÁCIDO ACÉTICO GLACIAL o ÁCIDO ACÉTICO EN SOLUCIÓN con más del 80 %, en masa, de ácido",
catalogos_materiales_peligrosos1716,M1716,"ÁCIDO ACÉTICO EN SOLUCIÓN con un mínimo del 50 % pero no más del 80 %, en masa, de ácido",
catalogos_materiales_peligrosos1717,M1717,"ÁCIDO ACÉTICO EN SOLUCIÓN con más del 10 % y menos del 50 %, en masa, de ácido",
catalogos_materiales_peligrosos1718,M1718,"VIRUTAS, TORNEADURAS o RASPADURAS DE METALES FERROSOS en una forma susceptible de calentamiento espontáneo",
catalogos_materiales_peligrosos1719,M1719,ACUMULADORES ELÉCTRICOS DE ELECTROLITO LÍQUIDO ÁCIDO,
catalogos_materiales_peligrosos1720,M1720,ACUMULADORES ELÉCTRICOS DE ELECTROLITO LÍQUIDO ALCALINO,
catalogos_materiales_peligrosos1721,M1721,ÁCIDO SULFÚRICO con un máximo del 51 % de ácido o ELECTROLITO ÁCIDO PARA BATERÍAS,
catalogos_materiales_peligrosos1722,M1722,ELECTROLITO ALCALINO PARA ACUMULADORES,
catalogos_materiales_peligrosos1723,M1723,DICLOROFENILFOSFANO,
catalogos_materiales_peligrosos1724,M1724,TIODICLOROFENILFOSFINA,
catalogos_materiales_peligrosos1725,M1725,ACUMULADORES ELÉCTRICOS NO DERRAMABLES DE ELECTROLITO LÍQUIDO,
catalogos_materiales_peligrosos1726,M1726,"COLORANTE LÍQUIDO CORROSIVO, N.E.P. o MATERIA INTERMEDIA PARA COLORANTES, LÍQUIDA, CORROSIVA, N.E.P.",
catalogos_materiales_peligrosos1727,M1727,CLORURO DE COBRE,
catalogos_materiales_peligrosos1728,M1728,GALIO,
catalogos_materiales_peligrosos1729,M1729,"HIDRURO DE LITIO, FUNDIDO, SÓLIDO",
catalogos_materiales_peligrosos1730,M1730,NITRURO DE LITIO,
catalogos_materiales_peligrosos1731,M1731,MATERIAL MAGNETIZADO,
catalogos_materiales_peligrosos1732,M1732,MERCURIO,
catalogos_materiales_peligrosos1733,M1733,"LÍQUIDO TÓXICO, ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos1734,M1734,"SÓLIDO TÓXICO, ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos1735,M1735,ALUMINATO DE SODIO SÓLIDO,
catalogos_materiales_peligrosos1736,M1736,"SÓLIDO QUE REACCIONA CON EL AGUA, N.E.P.",
catalogos_materiales_peligrosos1737,M1737,SUSTANCIA INFECCIOSA PARA EL SER HUMANO,
catalogos_materiales_peligrosos1738,M1738,N-AMINOETILPIPERAZINA,
catalogos_materiales_peligrosos1739,M1739,DIHIDROFLUORURO DE AMONIO EN SOLUCIÓN,
catalogos_materiales_peligrosos1740,M1740,POLISULFURO DE AMONIO EN SOLUCIÓN,
catalogos_materiales_peligrosos1741,M1741,FOSFATO ÁCIDO DE AMILO,
catalogos_materiales_peligrosos1742,M1742,ÁCIDO BUTÍRICO,
catalogos_materiales_peligrosos1743,M1743,FENOL EN SOLUCIÓN,
catalogos_materiales_peligrosos1744,M1744,2-CLOROPIRIDINA,
catalogos_materiales_peligrosos1745,M1745,ÁCIDO CROTÓNICO SÓLIDO,
catalogos_materiales_peligrosos1746,M1746,CLOROTIOFORMIATO DE ETILO,
catalogos_materiales_peligrosos1747,M1747,ÁCIDO CAPROICO,
catalogos_materiales_peligrosos1748,M1748,LITIOFERROSILICIO,
catalogos_materiales_peligrosos1749,M1749,"1,1,1-TRICLOROETANO",
catalogos_materiales_peligrosos1750,M1750,ÁCIDO FOSFOROSO,
catalogos_materiales_peligrosos1751,M1751,HIDRURO DE ALUMINIO Y SODIO,
catalogos_materiales_peligrosos1752,M1752,BISULFATOS EN SOLUCIÓN ACUOSA,
catalogos_materiales_peligrosos1753,M1753,BUTIRATO DE VINILO ESTABILIZADO,
catalogos_materiales_peligrosos1754,M1754,ALDOL,
catalogos_materiales_peligrosos1755,M1755,BUTIRALDOXIMA,
catalogos_materiales_peligrosos1756,M1756,DI-n-AMILAMINA,
catalogos_materiales_peligrosos1757,M1757,NITROETANO,
catalogos_materiales_peligrosos1758,M1758,CALCIOMANGANESO-SILICIO,
catalogos_materiales_peligrosos1759,M1759,"LÍQUIDO PIROFÓRICO ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos1760,M1760,"SÓLIDO PIROFÓRICO ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos1761,M1761,3-CLORO-1-PROPANOL,
catalogos_materiales_peligrosos1762,M1762,TETRÁMERO DEL PROPILENO,
catalogos_materiales_peligrosos1763,M1763,TRIFLUORURO DE BORO DIHIDRATADO,
catalogos_materiales_peligrosos1764,M1764,"SULFURO DE DIPICRILO HUMEDECIDO con un mínimo del 10 %, en masa, de agua",
catalogos_materiales_peligrosos1765,M1765,FLUOROSILICATO DE MAGNESIO,
catalogos_materiales_peligrosos1766,M1766,FLUOROSILICATO DE AMONIO,
catalogos_materiales_peligrosos1767,M1767,FLUOROSILICATO DE CINC,
catalogos_materiales_peligrosos1768,M1768,"FLUOROSILICATOS, N.E.P.",
catalogos_materiales_peligrosos1769,M1769,MÁQUINAS REFRIGERADORAS que contienen gases no inflamables ni tóxicos o amoniaco en solución (ONU 2672),
catalogos_materiales_peligrosos1770,M1770,"CIRCONIO SECO, en forma de alambre enrollado, de láminas metálicas acabadas o de tiras (de un grosor inferior a 254 micrones pero no inferior a 18 micrones)",
catalogos_materiales_peligrosos1771,M1771,METAVANADATO DE AMONIO,
catalogos_materiales_peligrosos1772,M1772,POLIVANADATO DE AMONIO,
catalogos_materiales_peligrosos1773,M1773,PENTÓXIDO DE VANADIO no fundido,
catalogos_materiales_peligrosos1774,M1774,VANADATO DE SODIO Y AMONIO,
catalogos_materiales_peligrosos1775,M1775,METAVANADATO DE POTASIO,
catalogos_materiales_peligrosos1776,M1776,SULFATO DE HIDROXILAMINA,
catalogos_materiales_peligrosos1777,M1777,TRICLORURO DE TITANIO EN MEZCLA,
catalogos_materiales_peligrosos1778,M1778,BOROHIDRURO DE ALUMINIO,
catalogos_materiales_peligrosos1779,M1779,BOROHIDRURO DE ALUMINIO EN DISPOSITIVOS,
catalogos_materiales_peligrosos1780,M1780,ANTIMONIO EN POLVO,
catalogos_materiales_peligrosos1781,M1781,DIBROMOCLOROPROPANOS,
catalogos_materiales_peligrosos1782,M1782,DIBUTILAMINOETANOL,
catalogos_materiales_peligrosos1783,M1783,ALCOHOL FURFURÍLICO,
catalogos_materiales_peligrosos1784,M1784,HEXACLOROFENO,
catalogos_materiales_peligrosos1785,M1785,RESORCINOL,
catalogos_materiales_peligrosos1786,M1786,"TITANIO, ESPONJA DE, EN GRÁNULOS o EN POLVO",
catalogos_materiales_peligrosos1787,M1787,OXICLORURO DE SELENIO,
catalogos_materiales_peligrosos1788,M1788,"HIPOCLORITO DE CALCIO HIDRATADO o HIPOCLORITO DE CALCIO HIDRATADO EN MEZCLA, con un mínimo del 5,5 % pero no más del 16 % de agua",
catalogos_materiales_peligrosos1789,M1789,CATALIZADOR DE METAL SECO,
catalogos_materiales_peligrosos1790,M1790,SUSTANCIA INFECCIOSA PARA LOS ANIMALES únicamente,
catalogos_materiales_peligrosos1791,M1791,CLORURO DE BROMO,
catalogos_materiales_peligrosos1792,M1792,"PLAGUICIDA LÍQUIDO, TÓXICO, N.E.P.",
catalogos_materiales_peligrosos1793,M1793,"PLAGUICIDA LÍQUIDO,
TÓXICO, INFLAMABLE, N.E.P., de punto de inflamación no inferior a 23 °C",
catalogos_materiales_peligrosos1794,M1794,CLOROFENOLATOS LÍQUIDOS o FENOLATOS LÍQUIDOS,
catalogos_materiales_peligrosos1795,M1795,CLOROFENOLATOS SÓLIDOS o FENOLATOS SÓLIDOS,
catalogos_materiales_peligrosos1796,M1796,"DINITRATO DE ISOSORBIDA EN MEZCLA con un mínimo del 60 % de lactosa, manosa, almidón o fosfato ácido de calcio",
catalogos_materiales_peligrosos1797,M1797,"MATERIALES RADIACTIVOS, BULTOS EXCEPTUADOS-EMBALAJES/ENVASES VACÍOS",
catalogos_materiales_peligrosos1798,M1798,"MATERIALES RADIACTIVOS, BULTOS EXCEPTUADOS-ARTÍCULOS MANUFACTURADOS DE URANIO NATURAL o URANIO NATURAL",
catalogos_materiales_peligrosos1799,M1799,"MATERIALES RADIACTIVOS, BULTOS EXCEPTUADOS- CANTIDADES LIMITADAS DE MATERIALES",
catalogos_materiales_peligrosos1800,M1800,"MATERIALES RADIACTIVOS, BULTOS EXCEPTUADOS-INSTRUMENTOS o ARTÍCULOS",
catalogos_materiales_peligrosos1801,M1801,"MATERIALES RADIACTIVOS, BAJA ACTIVIDAD ESPECÍFICA (BAE-I), no fisionables o fisionables exceptuados",
catalogos_materiales_peligrosos1802,M1802,"MATERIALES RADIACTIVOS, OBJETOS CONTAMINADOS EN LA SUPERFICIE (OCS-I, OCS-II u OCS-III), no fisionables o fisionables exceptuados",
catalogos_materiales_peligrosos1803,M1803,"MATERIALES RADIACTIVOS, BULTOS DEL TIPO A, no en forma especial, no fisionables o fisionables exceptuados",
catalogos_materiales_peligrosos1804,M1804,"MATERIALES RADIACTIVOS, BULTOS DEL TIPO B(U), no fisionables o fisionables exceptuados",
catalogos_materiales_peligrosos1805,M1805,"MATERIALES RADIACTIVOS, BULTOS DEL TIPO B(M), no fisionables o fisionables exceptuados",
catalogos_materiales_peligrosos1806,M1806,"MATERIALES RADIACTIVOS, TRANSPORTADOS EN VIRTUD
DE ARREGLOS ESPECIALES, no
fisionables o fisionables exceptuados",
catalogos_materiales_peligrosos1807,M1807,"LÍQUIDO CORROSIVO INFLAMABLE, N.E.P.",
catalogos_materiales_peligrosos1808,M1808,"SÓLIDO CORROSIVO INFLAMABLE, N.E.P.",
catalogos_materiales_peligrosos1809,M1809,"LÍQUIDO CORROSIVO, TÓXICO, N.E.P.",
catalogos_materiales_peligrosos1810,M1810,"SÓLIDO CORROSIVO, TÓXICO, N.E.P.",
catalogos_materiales_peligrosos1811,M1811,"LÍQUIDO INFLAMABLE, CORROSIVO, N.E.P.",
catalogos_materiales_peligrosos1812,M1812,"SÓLIDO INFLAMABLE,
CORROSIVO, ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos1813,M1813,"SÓLIDO INFLAMABLE, TÓXICO, ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos1814,M1814,"LÍQUIDO TÓXICO, CORROSIVO, ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos1815,M1815,"SÓLIDO TÓXICO, CORROSIVO, ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos1816,M1816,"LÍQUIDO TÓXICO, INFLAMABLE, ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos1817,M1817,"SÓLIDO TÓXICO, INFLAMABLE, ORGÁNICO, N.E.P.",
